ZVG-Nr.;CAS-Nr.;"verwandte
CAS-Nr.";INDEX-Nr.;EG-Nr.;"verwandte
EG-Nr.";Name;Formel;"Molmasse
[g/mol]";Linksyntax;Hyperlink
490075;65-86-1;;;200-619-8;;Orotsäure;C5H4N2O4;156,10;https://gestis.dguv.de/data?name=490075;https://gestis.dguv.de/data?name=490075
490076;66-27-3;;;200-625-0;;Methylmethansulfonat;C2H6O3S;110,13;https://gestis.dguv.de/data?name=490076;https://gestis.dguv.de/data?name=490076
490077;66-32-0;;614-004-00-0;200-627-1;;Strychninnitrat;C21H23N3O5;397,42;https://gestis.dguv.de/data?name=490077;https://gestis.dguv.de/data?name=490077
490078;66-56-8;;609-054-00-5;200-628-7;;2,3-Dinitrophenol;C6H4N2O5;184,11;https://gestis.dguv.de/data?name=490078;https://gestis.dguv.de/data?name=490078
490081;70-25-7;;612-083-00-6;200-730-1;;1-Methyl-3-nitro-1-nitrosoguanidin;C2H5N5O3;147,12;https://gestis.dguv.de/data?name=490081;https://gestis.dguv.de/data?name=490081
490082;72-54-8;;;200-783-0;;1,1-Dichlor-2,2-bis(4-chlorphenyl)ethan;C14H10Cl4;320,05;https://gestis.dguv.de/data?name=490082;https://gestis.dguv.de/data?name=490082
490083;72-55-9;;;200-784-6;;2,2-Bis(4-chlorphenyl)-1,1-dichlorethen;C14H8Cl4;318,03;https://gestis.dguv.de/data?name=490083;https://gestis.dguv.de/data?name=490083
490084;72-56-0;;;200-785-1;;1,1-Dichlor-2,2-bis(4-ethylphenyl)ethan;C18H20Cl2;307,26;https://gestis.dguv.de/data?name=490084;https://gestis.dguv.de/data?name=490084
490085;75-60-5;;033-002-00-5;200-883-4;;Dimethylarsinsäure;C2H7AsO2;138,00;https://gestis.dguv.de/data?name=490085;https://gestis.dguv.de/data?name=490085
490086;76-02-8;;;200-926-7;;Trichloracetylchlorid;C2Cl4O;181,83;https://gestis.dguv.de/data?name=490086;https://gestis.dguv.de/data?name=490086
490087;77-58-7;;050-030-00-3;201-039-8;;Dibutylzinndilaurat;C32H64O4Sn;631,55;https://gestis.dguv.de/data?name=490087;https://gestis.dguv.de/data?name=490087
490089;77-81-6;;;;;Tabun;C5H11N2O2P;162,13;https://gestis.dguv.de/data?name=490089;https://gestis.dguv.de/data?name=490089
490090;78-04-6;;;201-077-5;;Dibutylzinnmaleat;C12H20O4Sn;346,98;https://gestis.dguv.de/data?name=490090;https://gestis.dguv.de/data?name=490090
490092;78-11-5;;603-035-00-5;201-084-3;;Pentaerythrittetranitrat;C5H8N4O12;316,14;https://gestis.dguv.de/data?name=490092;https://gestis.dguv.de/data?name=490092
490095;78-75-1;;;201-139-1;;1,2-Dibrompropan;C3H6Br2;201,89;https://gestis.dguv.de/data?name=490095;https://gestis.dguv.de/data?name=490095
490096;79-74-3;;;201-222-2;;2,5-Di-tert-pentylhydrochinon;C16H26O2;250,38;https://gestis.dguv.de/data?name=490096;https://gestis.dguv.de/data?name=490096
490097;80-08-0;;612-084-00-1;201-248-4;;Dapson;C12H12N2O2S;248,31;https://gestis.dguv.de/data?name=490097;https://gestis.dguv.de/data?name=490097
490098;80-33-1;;607-156-00-4;201-270-4;;Chlorfenson;C12H8Cl2O3S;303,17;https://gestis.dguv.de/data?name=490098;https://gestis.dguv.de/data?name=490098
490099;80-63-7;;;201-298-7;;Methyl-2-chloracrylat;C4H5ClO2;120,54;https://gestis.dguv.de/data?name=490099;https://gestis.dguv.de/data?name=490099
490100;83-59-0;;607-168-00-X;;;Dipropyl-6,7-methylendioxy-1,2,3,4-tetrahydro-3-methylnaphthalin-1,2-dicarboxylat;C20H26O6;362,42;https://gestis.dguv.de/data?name=490100;https://gestis.dguv.de/data?name=490100
490101;84-69-5;;607-623-00-2;201-553-2;;Diisobutylphthalat;C16H22O4;278,35;https://gestis.dguv.de/data?name=490101;https://gestis.dguv.de/data?name=490101
490102;84-76-4;;;201-560-0;;Dinonylphthalat;C26H42O4;418,62;https://gestis.dguv.de/data?name=490102;https://gestis.dguv.de/data?name=490102
490104;85-00-7;"2764-72-9
6385-62-2";613-089-00-1;201-579-4;;Diquatdibromid;C12H12Br2N2;344,05;https://gestis.dguv.de/data?name=490104;https://gestis.dguv.de/data?name=490104
490105;85-22-3;;;201-593-0;;2,3,4,5,6-Pentabromethylbenzol;C8H5Br5;500,65;https://gestis.dguv.de/data?name=490105;https://gestis.dguv.de/data?name=490105
490107;86-86-2;;;201-704-2;;2-(1-Naphthyl)acetamid;C12H11NO;185,23;https://gestis.dguv.de/data?name=490107;https://gestis.dguv.de/data?name=490107
490108;90-17-5;;;201-972-0;;2,2,2-Trichlor-1-phenylethylacetat;C10H9Cl3O2;267,53;https://gestis.dguv.de/data?name=490108;https://gestis.dguv.de/data?name=490108
490109;90-93-7;;;202-025-4;;4,4'-Bis(diethylamino)benzophenon;C21H28N2O;324,47;https://gestis.dguv.de/data?name=490109;https://gestis.dguv.de/data?name=490109
490110;91-64-5;;;202-086-7;;Cumarin;C9H6O2;146,15;https://gestis.dguv.de/data?name=490110;https://gestis.dguv.de/data?name=490110
490111;93-89-0;;;202-284-3;;Ethylbenzoat;C9H10O2;150,18;https://gestis.dguv.de/data?name=490111;https://gestis.dguv.de/data?name=490111
490112;94-59-7;;605-020-00-9;202-345-4;;Safrol;C10H10O2;162,19;https://gestis.dguv.de/data?name=490112;https://gestis.dguv.de/data?name=490112
490114;95-71-6;;;202-443-7;;2-Methylhydrochinon;C7H8O2;124,14;https://gestis.dguv.de/data?name=490114;https://gestis.dguv.de/data?name=490114
490115;95-87-4;;604-006-00-X;202-461-5;;2,5-Xylenol;C8H10O;122,17;https://gestis.dguv.de/data?name=490115;https://gestis.dguv.de/data?name=490115
490116;96-09-3;;603-084-00-2;202-476-7;;(Epoxyethyl)benzol;C8H8O;120,15;https://gestis.dguv.de/data?name=490116;https://gestis.dguv.de/data?name=490116
490117;96-11-7;;;202-478-8;;1,2,3-Tribrompropan;C3H5Br3;280,80;https://gestis.dguv.de/data?name=490117;https://gestis.dguv.de/data?name=490117
490118;96-14-0;;601-007-00-7;202-481-4;;3-Methylpentan;C6H14;86,18;https://gestis.dguv.de/data?name=490118;https://gestis.dguv.de/data?name=490118
490119;96-19-5;;;202-487-7;;1,2,3-Trichlorpropen;C3H3Cl3;145,42;https://gestis.dguv.de/data?name=490119;https://gestis.dguv.de/data?name=490119
490120;96-49-1;;;202-510-0;;Ethylencarbonat;C3H4O3;88,06;https://gestis.dguv.de/data?name=490120;https://gestis.dguv.de/data?name=490120
490121;98-05-5;;033-002-00-5;202-631-9;;Phenylarsonsäure;C6H7AsO3;202,04;https://gestis.dguv.de/data?name=490121;https://gestis.dguv.de/data?name=490121
490122;98-29-3;;;202-653-9;;4-tert-Butylbrenzcatechin;C10H14O2;166,22;https://gestis.dguv.de/data?name=490122;https://gestis.dguv.de/data?name=490122
490123;99-30-9;;;202-746-4;;2,6-Dichlor-4-nitroanilin;C6H4Cl2N2O2;207,02;https://gestis.dguv.de/data?name=490123;https://gestis.dguv.de/data?name=490123
490124;99-62-7;;;202-773-1;;1,3-Diisopropylbenzol;C12H18;162,27;https://gestis.dguv.de/data?name=490124;https://gestis.dguv.de/data?name=490124
490125;100-14-1;;;202-822-7;;alpha-Chlor-4-nitrotoluol;C7H6ClNO2;171,58;https://gestis.dguv.de/data?name=490125;https://gestis.dguv.de/data?name=490125
490126;100-18-5;;;202-826-9;;1,4-Diisopropylbenzol;C12H18;162,27;https://gestis.dguv.de/data?name=490126;https://gestis.dguv.de/data?name=490126
490127;100-43-6;;;202-852-0;;4-Vinylpyridin;C7H7N;105,14;https://gestis.dguv.de/data?name=490127;https://gestis.dguv.de/data?name=490127
490128;100-57-2;;080-008-00-9;202-866-7;;Phenylquecksilberhydroxid;C6H6HgO;294,70;https://gestis.dguv.de/data?name=490128;https://gestis.dguv.de/data?name=490128
490129;101-05-3;;613-053-00-5;202-910-5;;Anilazin;C9H5Cl3N4;275,52;https://gestis.dguv.de/data?name=490129;https://gestis.dguv.de/data?name=490129
490130;101-21-3;;006-096-00-0;202-925-7;;Chlorpropham;C10H12ClNO2;213,66;https://gestis.dguv.de/data?name=490130;https://gestis.dguv.de/data?name=490130
490131;101-42-8;;;202-941-4;;Fenuron;C9H12N2O;164,21;https://gestis.dguv.de/data?name=490131;https://gestis.dguv.de/data?name=490131
490132;103-17-3;;;203-084-9;;Chlorbensid;C13H10Cl2S;269,19;https://gestis.dguv.de/data?name=490132;https://gestis.dguv.de/data?name=490132
490133;103-49-1;;;203-117-7;;Dibenzylamin;C14H15N;197,28;https://gestis.dguv.de/data?name=490133;https://gestis.dguv.de/data?name=490133
490134;103-85-5;;;203-151-2;;1-Phenyl-2-thioharnstoff;C7H8N2S;152,22;https://gestis.dguv.de/data?name=490134;https://gestis.dguv.de/data?name=490134
490135;104-61-0;;;203-219-1;;Nonan-4-olid;C9H16O2;156,22;https://gestis.dguv.de/data?name=490135;https://gestis.dguv.de/data?name=490135
490136;104-67-6;;;203-225-4;;Undecan-4-olid;C11H20O2;184,28;https://gestis.dguv.de/data?name=490136;https://gestis.dguv.de/data?name=490136
490139;106-96-7;;;203-447-1;;3-Brompropin;C3H3Br;118,96;https://gestis.dguv.de/data?name=490139;https://gestis.dguv.de/data?name=490139
490140;107-44-8;;;;;Sarin;C4H10FO2P;140,09;https://gestis.dguv.de/data?name=490140;https://gestis.dguv.de/data?name=490140
490141;108-29-2;;;203-569-5;;gamma-Valerolacton;C5H8O2;100,12;https://gestis.dguv.de/data?name=490141;https://gestis.dguv.de/data?name=490141
490142;108-47-4;;;203-586-8;;2,4-Lutidin;C7H9N;107,16;https://gestis.dguv.de/data?name=490142;https://gestis.dguv.de/data?name=490142
490143;108-48-5;;;203-587-3;;2,6-Lutidin;C7H9N;107,16;https://gestis.dguv.de/data?name=490143;https://gestis.dguv.de/data?name=490143
490144;109-19-3;;;203-654-7;;Butylisovalerat;C9H18O2;158,24;https://gestis.dguv.de/data?name=490144;https://gestis.dguv.de/data?name=490144
490145;109-95-5;;007-006-00-2;203-722-6;;Ethylnitrit;C2H5NO2;75,07;https://gestis.dguv.de/data?name=490145;https://gestis.dguv.de/data?name=490145
490146;111-13-7;;;203-837-1;;2-Octanon;C8H16O;128,21;https://gestis.dguv.de/data?name=490146;https://gestis.dguv.de/data?name=490146
490147;111-35-3;;;203-861-2;;3-Ethoxy-1-propanol;C5H12O2;104,15;https://gestis.dguv.de/data?name=490147;https://gestis.dguv.de/data?name=490147
490150;112-15-2;;;203-940-1;;Diethylenglykolmonoethyletheracetat;C8H16O4;176,21;https://gestis.dguv.de/data?name=490150;https://gestis.dguv.de/data?name=490150
490151;112-50-5;;;203-978-9;;Triethylenglykolmonoethylether;C8H18O4;178,23;https://gestis.dguv.de/data?name=490151;https://gestis.dguv.de/data?name=490151
490152;112-56-1;;615-018-00-X;203-985-7;;2-(2-Butoxyethoxy)ethylthiocyanat;C9H17NO2S;203,33;https://gestis.dguv.de/data?name=490152;https://gestis.dguv.de/data?name=490152
490153;112-58-3;;;203-987-8;;Dihexylether;C12H26O;186,34;https://gestis.dguv.de/data?name=490153;https://gestis.dguv.de/data?name=490153
490154;115-31-1;;615-015-00-3;204-081-5;;Isobornylthiocyanatoacetat;C13H19NO2S;253,36;https://gestis.dguv.de/data?name=490154;https://gestis.dguv.de/data?name=490154
490155;117-18-0;;609-044-00-0;204-178-2;;Tecnazen;C6HCl4NO2;260,89;https://gestis.dguv.de/data?name=490155;https://gestis.dguv.de/data?name=490155
490157;123-33-1;;;204-619-9;;Maleinsäurehydrazid;C4H4N2O2;112,09;https://gestis.dguv.de/data?name=490157;https://gestis.dguv.de/data?name=490157
490159;127-90-2;;;204-870-4;;Octachlordipropylether;C6H6Cl8O;377,74;https://gestis.dguv.de/data?name=490159;https://gestis.dguv.de/data?name=490159
490161;129-06-6;;;204-929-4;;Warfarinnatrium;C19H15NaO4;330,31;https://gestis.dguv.de/data?name=490161;https://gestis.dguv.de/data?name=490161
490162;132-27-4;6152-33-6;604-021-00-1;205-055-6;;Natrium-2-phenylphenolat;C12H9NaO;192,19;https://gestis.dguv.de/data?name=490162;https://gestis.dguv.de/data?name=490162
490163;132-66-1;;;;;Naptalam;C18H13NO3;291,31;https://gestis.dguv.de/data?name=490163;https://gestis.dguv.de/data?name=490163
490164;133-07-3;;613-045-00-1;205-088-6;;Folpet;C9H4Cl3NO2S;296,56;https://gestis.dguv.de/data?name=490164;https://gestis.dguv.de/data?name=490164
490165;133-90-4;;;205-123-5;;Chloramben;C7H5Cl2NO2;206,03;https://gestis.dguv.de/data?name=490165;https://gestis.dguv.de/data?name=490165
490166;134-62-3;;616-018-00-2;205-149-7;;N,N-Diethyl-m-toluamid;C12H17NO;191,27;https://gestis.dguv.de/data?name=490166;https://gestis.dguv.de/data?name=490166
490167;135-98-8;;;205-227-0;;sec-Butylbenzol;C10H14;134,22;https://gestis.dguv.de/data?name=490167;https://gestis.dguv.de/data?name=490167
490170;139-40-2;;613-067-00-1;205-359-9;;Propazin;C9H16ClN5;229,71;https://gestis.dguv.de/data?name=490170;https://gestis.dguv.de/data?name=490170
490171;140-11-4;;;205-399-7;;Benzylacetat;C9H10O2;150,18;https://gestis.dguv.de/data?name=490171;https://gestis.dguv.de/data?name=490171
490172;140-41-0;;006-043-00-1;;;3-(4-Chlorphenyl)-1,1-dimethyluroniumtrichloracetat;C10H12Cl4N2O3;350,03;https://gestis.dguv.de/data?name=490172;https://gestis.dguv.de/data?name=490172
490173;140-57-8;;;;;Aramit;C15H23ClO4S;334,87;https://gestis.dguv.de/data?name=490173;https://gestis.dguv.de/data?name=490173
490174;140-76-1;;;205-432-5;;2-Methyl-5-vinylpyridin;C8H9N;119,17;https://gestis.dguv.de/data?name=490174;https://gestis.dguv.de/data?name=490174
490175;141-03-7;;;205-449-8;;Dibutylsuccinat;C12H22O4;230,30;https://gestis.dguv.de/data?name=490175;https://gestis.dguv.de/data?name=490175
490176;142-90-5;;607-247-00-9;205-570-6;;Dodecylmethacrylat;C16H30O2;254,41;https://gestis.dguv.de/data?name=490176;https://gestis.dguv.de/data?name=490176
490177;143-08-8;;;205-583-7;;1-Nonanol;C9H20O;144,26;https://gestis.dguv.de/data?name=490177;https://gestis.dguv.de/data?name=490177
490178;143-13-5;;;205-585-8;;Nonylacetat;C11H22O2;186,29;https://gestis.dguv.de/data?name=490178;https://gestis.dguv.de/data?name=490178
490179;143-24-8;;603-238-00-9;205-594-7;;Tetraethylenglykoldimethylether;C10H22O5;222,28;https://gestis.dguv.de/data?name=490179;https://gestis.dguv.de/data?name=490179
490180;144-21-8;;033-002-00-5;205-620-7;;Dinatriummethylarsonat;CH3AsNa2O3;183,93;https://gestis.dguv.de/data?name=490180;https://gestis.dguv.de/data?name=490180
490185;205-82-3;;601-035-00-X;205-910-3;;Benzo(j)fluoranthen;C20H12;252,31;https://gestis.dguv.de/data?name=490185;https://gestis.dguv.de/data?name=490185
490186;205-99-2;;601-034-00-4;205-911-9;;Benzo(b)fluoranthen;C20H12;252,31;https://gestis.dguv.de/data?name=490186;https://gestis.dguv.de/data?name=490186
490187;207-08-9;;601-036-00-5;205-916-6;;Benzo(k)fluoranthen;C20H12;252,31;https://gestis.dguv.de/data?name=490187;https://gestis.dguv.de/data?name=490187
490189;300-62-9;;;206-096-2;;Amphetamin;C9H13N;135,21;https://gestis.dguv.de/data?name=490189;https://gestis.dguv.de/data?name=490189
490190;301-10-0;;;206-108-6;;Zinnbis(2-ethylhexanoat);C16H30O4Sn;405,10;https://gestis.dguv.de/data?name=490190;https://gestis.dguv.de/data?name=490190
490194;314-40-9;;;206-245-1;;Bromacil;C9H13BrN2O2;261,12;https://gestis.dguv.de/data?name=490194;https://gestis.dguv.de/data?name=490194
490196;319-85-7;;602-042-00-0;206-271-3;;beta-1,2,3,4,5,6-Hexachlorcyclohexan;C6H6Cl6;290,83;https://gestis.dguv.de/data?name=490196;https://gestis.dguv.de/data?name=490196
490197;319-86-8;;602-042-00-0;206-272-9;;delta-1,2,3,4,5,6-Hexachlorcyclohexan;C6H6Cl6;290,83;https://gestis.dguv.de/data?name=490197;https://gestis.dguv.de/data?name=490197
490198;329-71-5;;609-054-00-5;206-348-1;;2,5-Dinitrophenol;C6H4N2O5;184,11;https://gestis.dguv.de/data?name=490198;https://gestis.dguv.de/data?name=490198
490199;359-06-8;;;206-623-6;;Fluoracetylchlorid;C2H2ClFO;96,49;https://gestis.dguv.de/data?name=490199;https://gestis.dguv.de/data?name=490199
490201;371-62-0;;;206-740-2;;2-Fluorethanol;C2H5FO;64,06;https://gestis.dguv.de/data?name=490201;https://gestis.dguv.de/data?name=490201
490202;379-52-2;;050-011-00-X;206-833-8;;Triphenylzinnfluorid;C18H15FSn;369,03;https://gestis.dguv.de/data?name=490202;https://gestis.dguv.de/data?name=490202
490204;471-01-2;;;207-434-1;;3,5,5-Trimethyl-3-cyclohexen-1-on;C9H14O;138,21;https://gestis.dguv.de/data?name=490204;https://gestis.dguv.de/data?name=490204
490205;477-30-5;;;207-514-6;;Colcemid;C21H25NO5;371,43;https://gestis.dguv.de/data?name=490205;https://gestis.dguv.de/data?name=490205
490206;492-37-5;"7782-26-5
7782-24-3";;207-752-0;;2-Phenylpropionsäure;C9H10O2;150,18;https://gestis.dguv.de/data?name=490206;https://gestis.dguv.de/data?name=490206
490207;492-80-8;;612-096-00-7;207-762-5;;Auramin;C17H21N3;267,37;https://gestis.dguv.de/data?name=490207;https://gestis.dguv.de/data?name=490207
490208;493-01-6;;;207-770-9;;cis-Decalin;C10H18;138,25;https://gestis.dguv.de/data?name=490208;https://gestis.dguv.de/data?name=490208
490209;493-02-7;;;207-771-4;;trans-Decalin;C10H18;138,25;https://gestis.dguv.de/data?name=490209;https://gestis.dguv.de/data?name=490209
490211;497-19-8;"5968-11-6
6132-02-1
24551-51-7";011-005-00-2;207-838-8;;Natriumcarbonat;"Na2CO3
CNa2O3";105,99;https://gestis.dguv.de/data?name=490211;https://gestis.dguv.de/data?name=490211
490212;502-55-6;;006-049-00-4;207-944-4;;Dixanthogen;C6H10O2S4;242,40;https://gestis.dguv.de/data?name=490212;https://gestis.dguv.de/data?name=490212
490213;504-20-1;;;207-986-3;;Phoron;C9H14O;138,21;https://gestis.dguv.de/data?name=490213;https://gestis.dguv.de/data?name=490213
490214;506-61-6;;;208-047-0;;Kaliumdicyanoargentat(I);"K[Ag(CN)2]
C2AgKN2";199,00;https://gestis.dguv.de/data?name=490214;https://gestis.dguv.de/data?name=490214
490215;506-78-5;;;208-053-3;;Iodcyan;"CNI
CIN";152,92;https://gestis.dguv.de/data?name=490215;https://gestis.dguv.de/data?name=490215
490216;507-60-8;;614-027-00-6;208-077-4;;Scillirosid;C32H44O12;620,69;https://gestis.dguv.de/data?name=490216;https://gestis.dguv.de/data?name=490216
490218;514-73-8;;;208-186-7;;Dithiazaniniodid;C23H23IN2S2;518,48;https://gestis.dguv.de/data?name=490218;https://gestis.dguv.de/data?name=490218
490219;526-75-0;;604-006-00-X;208-395-3;;2,3-Xylenol;C8H10O;122,17;https://gestis.dguv.de/data?name=490219;https://gestis.dguv.de/data?name=490219
490220;532-34-3;;;208-535-3;;Butyl-3,4-dihydro-2,2-dimethyl-4-oxo-2H-pyran-6-carboxylat;C12H18O4;226,27;https://gestis.dguv.de/data?name=490220;https://gestis.dguv.de/data?name=490220
490223;538-93-2;;;208-706-2;;Isobutylbenzol;C10H14;134,22;https://gestis.dguv.de/data?name=490223;https://gestis.dguv.de/data?name=490223
490224;539-90-2;;607-031-00-4;208-729-8;;Isobutylbutyrat;C8H16O2;144,21;https://gestis.dguv.de/data?name=490224;https://gestis.dguv.de/data?name=490224
490225;541-53-7;;;208-784-8;;Dithiobiuret;C2H5N3S2;135,21;https://gestis.dguv.de/data?name=490225;https://gestis.dguv.de/data?name=490225
490226;542-02-9;;;208-796-3;;6-Methyl-1,3,5-triazin-2,4-diyldiamin;C4H7N5;125,12;https://gestis.dguv.de/data?name=490226;https://gestis.dguv.de/data?name=490226
490227;542-90-5;;;208-833-3;;Ethylthiocyanat;C3H5NS;87,15;https://gestis.dguv.de/data?name=490227;https://gestis.dguv.de/data?name=490227
490229;555-37-3;;;209-096-0;;Neburon;C12H16Cl2N2O;275,18;https://gestis.dguv.de/data?name=490229;https://gestis.dguv.de/data?name=490229
490230;555-77-1;;;;;Tris(2-chlorethyl)amin;C6H12Cl3N;204,53;https://gestis.dguv.de/data?name=490230;https://gestis.dguv.de/data?name=490230
490231;556-64-9;;;209-134-6;;Methylthiocyanat;C2H3NS;73,12;https://gestis.dguv.de/data?name=490231;https://gestis.dguv.de/data?name=490231
490232;558-25-8;;;209-192-2;;Methansulfonylfluorid;CH3FO2S;98,10;https://gestis.dguv.de/data?name=490232;https://gestis.dguv.de/data?name=490232
490233;563-25-7;;;209-246-5;;Dibutylzinndifluorid;C8H18F2Sn;270,94;https://gestis.dguv.de/data?name=490233;https://gestis.dguv.de/data?name=490233
490234;563-41-7;;;209-247-0;;Semicarbazidhydrochlorid;CH6ClN3O;111,53;https://gestis.dguv.de/data?name=490234;https://gestis.dguv.de/data?name=490234
490235;577-11-7;;;209-406-4;;Natriumbis(2-ethylhexyl)sulfosuccinat;C20H37NaO7S;444,55;https://gestis.dguv.de/data?name=490235;https://gestis.dguv.de/data?name=490235
490236;577-55-9;;;209-412-7;;1,2-Diisopropylbenzol;C12H18;162,27;https://gestis.dguv.de/data?name=490236;https://gestis.dguv.de/data?name=490236
490237;577-71-9;;609-054-00-5;209-415-3;;3,4-Dinitrophenol;C6H4N2O5;184,11;https://gestis.dguv.de/data?name=490237;https://gestis.dguv.de/data?name=490237
490238;586-11-8;;609-016-00-8;;;3,5-Dinitrophenol;C6H4N2O5;184,11;https://gestis.dguv.de/data?name=490238;https://gestis.dguv.de/data?name=490238
490240;589-34-4;;601-008-00-2;209-643-3;;3-Methylhexan;C7H16;100,20;https://gestis.dguv.de/data?name=490240;https://gestis.dguv.de/data?name=490240
490242;590-18-1;;601-012-00-4;209-673-7;;cis-2-Buten;C4H8;56,11;https://gestis.dguv.de/data?name=490242;https://gestis.dguv.de/data?name=490242
490244;591-97-9;"4628-21-1
4894-61-5";;209-739-5;"225-041-3
225-516-5";1-Chlor-2-buten;C4H7Cl;90,55;https://gestis.dguv.de/data?name=490244;https://gestis.dguv.de/data?name=490244
490245;592-62-1;;611-004-00-2;209-765-7;;(Methyl-ONN-azoxy)methylacetat;C4H8N2O3;132,12;https://gestis.dguv.de/data?name=490245;https://gestis.dguv.de/data?name=490245
490246;594-27-4;;;209-833-6;;Tetramethylzinn;C4H12Sn;178,84;https://gestis.dguv.de/data?name=490246;https://gestis.dguv.de/data?name=490246
490247;595-90-4;;;209-872-9;;Tetraphenylzinn;C24H20Sn;427,10;https://gestis.dguv.de/data?name=490247;https://gestis.dguv.de/data?name=490247
490248;597-64-8;;;209-906-2;;Tetraethylzinn;C8H20Sn;234,96;https://gestis.dguv.de/data?name=490248;https://gestis.dguv.de/data?name=490248
490249;600-36-2;;;209-993-7;;2,4-Dimethyl-3-pentanol;C7H16O;116,20;https://gestis.dguv.de/data?name=490249;https://gestis.dguv.de/data?name=490249
490250;602-01-7;;609-050-00-3;210-013-5;;2,3-Dinitrotoluol;C7H6N2O4;182,14;https://gestis.dguv.de/data?name=490250;https://gestis.dguv.de/data?name=490250
490251;606-20-2;;609-049-00-8;210-106-0;;2,6-Dinitrotoluol;C7H6N2O4;182,14;https://gestis.dguv.de/data?name=490251;https://gestis.dguv.de/data?name=490251
490252;610-39-9;;609-051-00-9;210-222-1;;3,4-Dinitrotoluol;C7H6N2O4;182,14;https://gestis.dguv.de/data?name=490252;https://gestis.dguv.de/data?name=490252
490253;611-14-3;;;210-255-1;;2-Ethyltoluol;C9H12;120,19;https://gestis.dguv.de/data?name=490253;https://gestis.dguv.de/data?name=490253
490256;615-28-1;;612-146-00-8;210-418-7;;o-Phenylendiamindihydrochlorid;C6H10Cl2N2;181,06;https://gestis.dguv.de/data?name=490256;https://gestis.dguv.de/data?name=490256
490257;616-24-0;;;210-471-6;;3-Pentylamin;C5H13N;87,16;https://gestis.dguv.de/data?name=490257;https://gestis.dguv.de/data?name=490257
490258;616-45-5;;;210-483-1;;2-Pyrrolidon;C4H7NO;85,11;https://gestis.dguv.de/data?name=490258;https://gestis.dguv.de/data?name=490258
490259;617-84-5;;;210-533-2;;N,N-Diethylformamid;C5H11NO;101,15;https://gestis.dguv.de/data?name=490259;https://gestis.dguv.de/data?name=490259
490260;618-85-9;;609-052-00-4;210-566-2;;3,5-Dinitrotoluol;C7H6N2O4;182,14;https://gestis.dguv.de/data?name=490260;https://gestis.dguv.de/data?name=490260
490261;620-14-4;;;210-626-8;;3-Ethyltoluol;C9H12;120,19;https://gestis.dguv.de/data?name=490261;https://gestis.dguv.de/data?name=490261
490262;622-08-2;;;210-719-3;;2-Benzyloxyethanol;C9H12O2;152,19;https://gestis.dguv.de/data?name=490262;https://gestis.dguv.de/data?name=490262
490263;622-96-8;;;210-761-2;;4-Ethyltoluol;C9H12;120,19;https://gestis.dguv.de/data?name=490263;https://gestis.dguv.de/data?name=490263
490264;623-56-3;;;210-801-9;;5-Methyl-3-hexanon;C7H14O;114,19;https://gestis.dguv.de/data?name=490264;https://gestis.dguv.de/data?name=490264
490265;624-41-9;;607-130-00-2;210-843-8;;2-Methylbutylacetat;C7H14O2;130,19;https://gestis.dguv.de/data?name=490265;https://gestis.dguv.de/data?name=490265
490266;624-64-6;;601-012-00-4;210-855-3;;trans-2-Buten;C4H8;56,11;https://gestis.dguv.de/data?name=490266;https://gestis.dguv.de/data?name=490266
490267;625-58-1;;007-007-00-8;210-903-3;;Ethylnitrat;C2H5NO3;91,07;https://gestis.dguv.de/data?name=490267;https://gestis.dguv.de/data?name=490267
490269;627-11-2;;;210-982-4;;2-Chloretylchlorformiat;C3H4Cl2O2;142,97;https://gestis.dguv.de/data?name=490269;https://gestis.dguv.de/data?name=490269
490270;628-73-9;;;211-052-0;;Hexannitril;C6H11N;97,16;https://gestis.dguv.de/data?name=490270;https://gestis.dguv.de/data?name=490270
490271;632-99-5;;;211-189-6;;Magenta;C20H20ClN3;337,85;https://gestis.dguv.de/data?name=490271;https://gestis.dguv.de/data?name=490271
490272;633-03-4;;;211-190-1;;Brilliantgrün;C27H34N2O4S;482,65;https://gestis.dguv.de/data?name=490272;https://gestis.dguv.de/data?name=490272
490274;675-14-9;;;211-620-8;;2,4,6-Trifluor-1,3,5-triazin;C3F3N3;135,05;https://gestis.dguv.de/data?name=490274;https://gestis.dguv.de/data?name=490274
490277;682-80-4;;015-116-00-7;211-666-9;;Demephion-O;C5H13O3PS2;216,27;https://gestis.dguv.de/data?name=490277;https://gestis.dguv.de/data?name=490277
490278;684-93-5;;;211-678-4;;N-Methyl-N-nitrosoharnstoff;C2H5N3O2;103,08;https://gestis.dguv.de/data?name=490278;https://gestis.dguv.de/data?name=490278
490279;688-73-3;;050-008-00-3;211-704-4;;Tributylstannan;C12H28Sn;291,05;https://gestis.dguv.de/data?name=490279;https://gestis.dguv.de/data?name=490279
490282;753-73-1;;050-029-00-8;212-039-2;;Dimethylzinndichlorid;C2H6Cl2Sn;219,66;https://gestis.dguv.de/data?name=490282;https://gestis.dguv.de/data?name=490282
490284;760-93-0;;;212-084-8;;Methacrylsäureanhydrid;C8H10O3;154,17;https://gestis.dguv.de/data?name=490284;https://gestis.dguv.de/data?name=490284
490285;813-19-4;;050-008-00-3;212-383-3;;Hexabutyldistannan;C24H54Sn2;580,08;https://gestis.dguv.de/data?name=490285;https://gestis.dguv.de/data?name=490285
